chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
albgfrf44bz6134k,simpleLine,pending,Is it the average annual increase from 2009-2019 the sam as any annual increase in inhabitants,"Compute the average annual increase by taking the total change from 845.66 in 2009 to 1103.96 in 2019 and spreading it over 10 years, giving an average increase of about 25.83 million per year. 
Compare this average to the year-to-year increases, which range from 23.37 million (20092010) up to 28.16 million (20172018), with other increases like 24.02, 25.68, 24.31, 25.92, 26.50, 27.07, 27.62, and 25.65 million. 
Check whether any single annual increase equals about 25.83 million, and observe that none of the listed yearly increases matches that value. 
Conclude that the average annual increase from 20092019 is not the same as any one-year increase in inhabitants.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2009"",""field"":""Year""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2019"",""field"":""Year""},{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":1},""targetA"":""ref:n2"",""targetB"":""ref:n1"",""signed"":true},{""op"":""scale"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":1},""target"":""ref:n3"",""factor"":0.1}],""ops2"":[{""op"":""lagDiff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[],""sentenceIndex"":2},""orderField"":""Year"",""order"":""asc""}],""ops3"":[{""op"":""filter"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5"",""n4""],""sentenceIndex"":3},""operator"":""="",""value"":""ref:n4""},{""op"":""count"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n6""],""sentenceIndex"":3}}]}",,2026-05-22T15:47:59Z
23bplnbw291p6nil,groupedBar,pending,How much less were women's median earning then men's in age group from 50-59?,"Subtract women_ median pay from men_ median pay in the 50 to 59 age group by taking 36,983 minus 28,556 to get a difference of 8,427. This difference represents how much less women earned than men for ages 5059, so the amount is 8,427 GBP.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Age group"",""operator"":""=="",""value"":""50-59""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""Men""},{""op"":""retrieveValue"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""Women""}],""ops2"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":2},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""signed"":true}]}",,2026-05-22T14:54:50Z
aoycx517slbw0ifa,stackedBar,pending,Which division contributed the most revenue in the years ov 2015 -2018 and how much revenue did the industry contribute total?,"Sum each division_ revenues across 20152018 to compare contributions, giving Entertainment a total of 1,983.2 versus 1,234.2 for Enterprise and 938.8 for Healthcare. 
Select the largest of these totals, which is the Entertainment division at 1,983.2 million euros. 
Add all industry revenues across 20152018 by combining the yearly totals of 1,030.9, 1,102.4, 1,033.9, and 989.0 to get 4,156.2 million euros in total. 
Subtract the Entertainment division_ 1,983.2 from the 4,156.2 total to obtain 2,173.0 million euros for the rest of the industry, confirming the overall total is 4,156.2 million euros.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""include"":[""2015"",""2016"",""2017"",""2018""]},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Revenue"",""group"":""Division""}],""ops2"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""which"":""max""}],""ops3"":[{""op"":""sum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2""],""sentenceIndex"":3}}]}",,2026-05-22T14:55:12Z
aqowly2mmavof3f1,simpleLine,pending,What years saw the longest continsous period of decrease in the unemplowment rate,"Identify the longest continuous decrease by scanning year-to-year changes and counting the longest run where each next unemployment rate is lower than the previous one. 
Compare consecutive values from 1992 to 2000 and see a strictly decreasing sequence from 6.2 down to 2.8, giving an 8-step run of decreases across 19922000. 
Compare consecutive values from 2010 to 2019 and see another strictly decreasing sequence from 6.3 down to 2.3, giving another 9-year span with 8 stepwise decreases across 20102019. 
Note that all other decreasing runs (such as 20032005 or 20112019) are shorter than these longest runs. 
Conclude that the longest continuous period of decrease is tied between 19922000 and 20102019.","{""ops"":[{""op"":""monotonicRun"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""direction"":""decreasing"",""mode"":""longest"",""field"":""Unemployment rate"",""orderField"":""Year""}]}",,2026-05-22T14:57:12Z
23zc8kuhnpespj98,groupedBar,pending,Which Genre is most popular among boy respondents?,"Compare the boys Share_of_Respondents across all genres to find the highest value. 
The largest boys share is 0.572 for Comedy, which is higher than the next closest values of 0.551 for Adventure and 0.434 for Horror. 
Comedy is therefore the most popular genre among boy respondents.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""operator"":""=="",""value"":""Boys""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share_of_Respondents"",""which"":""max""}]}",,2026-05-22T16:05:06Z
1hm06wtar7gh92c8,simpleBar,pending,"If the total population was 100,000 in 2020, what was the population over 65 years old?","Multiply the 2020 share of 0.062 by the total population of 100,000 to convert the proportion into a count. 
This yields a population over 65 of 6,200, so 6,200 people were older than 65 in 2020.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2020"",""field"":""Year""}],""ops2"":[{""op"":""scale"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""target"":""ref:n1"",""factor"":100000}]}",,2026-05-22T14:55:16Z
amn6abwhwmc7ksaz,simpleLine,pending,What year did the greatest total change in us dollars per what occur?,"Sum the absolute quarter-to-quarter changes within each year to measure _reatest total change. 
Add the 2016 changes of 0.04 (Q1 to Q2), 0.10 (Q2 to Q3), and 0.10 (Q3 to Q4) to get a total change of 0.24. 
Add the 2017 changes of 0.01, 0.01, and 0.05 to get 0.07, the 2018 changes of 0.01, 0.05, and 0.08 to get 0.14, and the 2019 changes of 0.01, 0.01, and 0.03 to get 0.05. 
Compare these totals and note that 0.24 in 2016 is larger than 0.14, 0.07, and 0.05, so the greatest total change occurred in 2016.","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""orderField"":""Quarter"",""order"":""asc"",""absolute"":true}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""group"":""Year""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max""}]}",,2026-05-22T14:56:06Z
221xoyhy3yziwabm,groupedBar,pending,In 2014 were more respondents satisfied (very sat+ sat) or disatified (v. dissat+ dissat)?,"Add the 2014 satisfied shares by combining 0.33 (Very satisfied) and 0.44 (Somewhat satisfied) to get a total of 0.77. 
Add the 2014 dissatisfied shares by combining 0.14 (Somewhat dissatisfied) and 0.09 (Very dissatisfied) to get a total of 0.23. 
Compare the two totals, and since 0.77 is greater than 0.23, more respondents were satisfied in 2014.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""=="",""value"":""2014""},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Response"",""include"":[""Very satisfied"",""Somewhat satisfied""]},{""op"":""sum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":1},""field"":""Share""}],""ops2"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Response"",""include"":[""Somewhat dissatisfied"",""Very dissatisfied""]},{""op"":""sum"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":2},""field"":""Share""}],""ops3"":[{""op"":""compareBool"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n5""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n3"",""targetB"":""ref:n5""}]}",,2026-05-22T15:47:59Z
25n4mzhv6y1p36dl,groupedBar,pending,In what sector did respondents spend more least frequent;y,"Compare the _pend more shares across sectors to find the smallest value among 0.25 (Education), 0.17 (Financial services & accounting), 0.12 (IT & computer software), 0.17 (Marketing & advertising), and 0.17 (Medical & health care). 
Select 0.12 as the minimum, since it is lower than all the others. 
Identify the sector attached to 0.12 as IT & computer software, so respondents spent more least frequently in IT & computer software.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Response"",""operator"":""=="",""value"":""Spend more""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Share of respondents"",""which"":""min""}]}",,2026-05-22T14:55:32Z
ay58pwlf97q0osw6,stackedBar,pending,Which channel has the most variation in revenue range?,"Compare the revenue range for each channel by subtracting its minimum season value from its maximum season value. 
Compute Matchday_ range as 70.2 minus 24.4 for a range of 45.8 million euros. 
Compute Broadcasting_ range as 287.2 minus 56.7 for a range of 230.5 million euros. 
Compute Commercial_ range as 284.6 minus 21.1 for a range of 263.5 million euros. 
Select the largest of these ranges, which is 263.5 million euros, so Commercial has the most variation in revenue range.","{""ops"":[{""op"":""range"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Revenue"",""group"":""Channel""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T14:57:08Z
bhaqrpqx0hwtcol5,multipleLine,pending,What year is the greatest difference in life expectancy observed in northwest territories vs canada?,"Compute the life-expectancy gap for each year by subtracting Northwest Territories from Canada. 
Compare these gaps across all years and identify the largest one. 
The biggest gap occurs in 2016-2018, where 82.0 versus 76.9 yields a difference of 5.1 years, which exceeds the next-largest gap of 5.0 years in 2007-2009. 
Therefore, the greatest difference is observed in 2016-2018.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Canada"",""groupB"":""Northwest Territories"",""field"":""Life expectancy"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T14:55:55Z
b1jrtiwi2x01zdtw,multipleLine,pending,In 2005 what is the differnce between share of engaged and disengaged respondents?,"Subtract the share of actively disengaged respondents from the share of engaged respondents in 2005, using 26 minus 15 to get a difference of 11. 
This result shows engaged respondents exceed actively disengaged respondents by 11 points in 2005.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""=="",""value"":""2005""}],""ops2"":[{""op"":""pairDiff"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""groupA"":""Engaged"",""groupB"":""Actively disengaged"",""field"":""Share"",""signed"":true}]}",,2026-05-22T14:55:38Z
bfi0ia7zx8pjb5g8,stackedBar,pending,How many years is the share of retail revenue from foreign operations fom hardlines and diversified greater then 60?,"Add the Hardlines and leisure goods share to the Diversified share for each year and then count how many yearly sums exceed 60. 
Compare each sum to 60: 2009 totals 45.0, 2010 totals 47.0, 2011 totals 49.1, 2012 totals 49.2, 2013 totals 48.7, 2014 totals 46.7, 2015 totals 44.1, 2016 totals 42.8, 2017 totals 44.0, 2018 totals 33.6, and 2019 totals 30.2, and all of these fall below 60. 
Count the qualifying years to get zero, so there are 0 years where the combined Hardlines and Diversified share is greater than 60.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Type"",""include"":[""Hardlines and leisure goods"",""Diversified""]},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Share"",""group"":""Year""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""operator"":"">"",""value"":60}],""ops3"":[{""op"":""count"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":3}}]}",,2026-05-22T14:56:39Z
ahxo354yj7g4m6h1,simpleLine,pending,"If the total GDP is 2 billion, what was the average annual percentage increase in this industry's gdp contribution from 2000 to 2010?","Compute the average annual percentage increase by taking the change in GDP share from 8.1% in 2000 to 10.3% in 2010 and spreading it evenly across the 10-year interval. 
Subtracting 8.1% from 10.3% gives a total increase of 2.2 percentage points over the period. 
Dividing 2.2 percentage points by 10 years yields an average annual increase of 0.22 percentage points per year. 
Converting this to an average annual percentage increase relative to the 2000 level gives 0.22 divided by 8.1, which is about 2.7% per year. 
Because the question frames GDP as 2 billion, the same result comes from dollars: 8.1% of 2 billion is 162 million and 10.3% of 2 billion is 206 million, so the average annual increase is 4.4 million per year, which is about 2.7% of the initial 162 million. 
Rounding to one decimal place, the average annual percentage increase is about 2.7%.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2000"",""field"":""Year""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2010"",""field"":""Year""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n2"",""targetB"":""ref:n1"",""signed"":true}],""ops3"":[{""op"":""scale"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":3},""target"":""ref:n3"",""factor"":0.1}]}",,2026-05-22T16:06:31Z
apsxmes1emdu9vtk,stackedBar,pending,"In the age group with the most steady inhabiants, how may inhabitants were there in 2018?","Compare how much each age group changes across the years to find the most steady series. 
Identify that 80 years and older stays essentially flat at 0.23 million from 2011 through 2014 (only rising slightly later), making it the steadiest compared with other groups that shift more. 
Read the 2018 value for 80 years and older as 0.26 million, but since the question asks for the most steady inhabitants group overall, select the group with the smallest overall variation, which is 80 years and older. 
Report its inhabitants in 2018 as 0.26 million.","{""ops"":[{""op"":""range"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Inhabitants"",""group"":""Age group""},{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""which"":""min""}],""ops2"":[{""op"":""retrieveValue"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""target"":""2018"",""field"":""Year""}]}",,2026-05-22T16:05:26Z
