"#","chart_type","chart_id","all_id","question","explanation","operation_spec","status","author_note","updated_at"
"1","line_simple","2jromeq5u9lloh1s","line_simple_2jromeq5u9lloh1s","Which years has the biggest jump?","1. Get the difference between every year
2. Get the extremum ","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Audience_Millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"243","bar_stacked","88sup9tkwx0lwkgw","bar_stacked_88sup9tkwx0lwkgw","Among the years in which Asia's sales value was bigger than 1000, what is the difference between the average sales of EMEA and the average sales of Asia?","Filter the years where Asia's sales value is greater than 1000.
Compute the average sales for EMEA and Asia over those years.
Caculate the difference between the who averages.","","empty","#243 GAP: diff(avg EMEA, avg Asia Pacific) over ONLY the years where Asia Pacific > 1000 — selecting x-keys by one series' threshold and aggregating other series over those keys (cross-series conditional subset) is not expressible in the 18-op grammar.",""
"244","bar_stacked","9g5a38vcep03acdu","bar_stacked_9g5a38vcep03acdu","Which year had the highest year-over-year growth rate in Walmart's total net sales?","For each year, sum the net sales of Walmart US and Walmart International.
For each year, divide the net sales by the net sales of the previous year.
Find the year with the highest resulting ratio.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Walmart US""}],""ops2"":[{""op"":""lagDiff"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Net sales in billion US dollars""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max"",""field"":""Net sales in billion US dollars""}]}","pending","#244 APPROX (two substitutions): true metric is the year with the highest YoY GROWTH RATE of the (Walmart US + Walmart International) TOTAL. Per-year cross-series sum + per-year ratio is not expressible, so this proxies on the dominant single series (Walmart US) and uses absolute YoY change instead of a ratio. Treat as a loose proxy; verify the executed answer before trusting.",""
"245","line_simple","fsraebh4cpmzc7ut","line_simple_fsraebh4cpmzc7ut","Count the number of years in the 2010s in which the number of fatalities increased compared to the previous year.","Filter the data to include only the years in the 2010s.
For each year, subtract the previous year's value from the current year's value.
Count the number of years for which the eresulting difference is positive.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":"">="",""value"":""2010""}],""ops2"":[{""op"":""lagDiff"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of fatalities""}],""ops3"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""field"":""Number of fatalities"",""operator"":"">"",""value"":0},{""op"":""count"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":3}}]}","pending","Count 2010s years where fatalities rose vs the prior year. Filter precedes lagDiff per the explanation's order, so 2010's rise vs 2009 is not counted (first filtered year has no predecessor).",""
"246","line_simple","h33j4k50c44wni7l","line_simple_h33j4k50c44wni7l","How many times was growth rate of HICP greater than 2.6 and less than 3.0?","Filter the dates where growth rate is greater than 2.6.
Filter the dates where growth rate is less than 3.0.
Count the number of dates.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Growth rate of HICP(%)"",""operator"":"">"",""value"":2.6}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Growth rate of HICP(%)"",""operator"":""<"",""value"":3.0}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}","pending","Two value-range filters (>2.6 AND <3.0), then count the qualifying dates.",""
"247","line_multiple","gnin1xu8b8rbtv34","line_multiple_gnin1xu8b8rbtv34","In how many years was the percentage of unfavorable views toward the Taliban at least 10 percentage points higher than toward Al-Qaeda?","For each year, calculate the difference between the percentage of unfavorable views of Taliban and Al-Qaeda.
Count the number of years that Taliban's unfavorable view was at least 10 percentage points higher.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Taliban"",""groupB"":""al Qaeda"",""seriesField"":""Group"",""field"":""Ratio of unfavorable view(%)"",""signed"":true}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Ratio of unfavorable view(%)"",""operator"":"">="",""value"":10},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","#247 per-year (Taliban - al Qaeda) signed gap via pairDiff, filter gap >= 10, then count the qualifying years.",""
"248","bar_grouped","58wxo6da4x2w1ass","bar_grouped_58wxo6da4x2w1ass","Which worker type has the smallest difference from the ""All Government workers"" in Barack Obama's share of voters?","For each worker type, calculate the absolute difference between its share of voters and all government workers for Barack Obama.
Identify the worker type with the smallest difference.","","empty","#248 GAP (chart orientation): the question asks WHICH worker type is closest to 'All Government workers' for Obama, but this grouped bar's executor context sets primary_dimension = series_field = Candidate, so the Worker Type dimension is neither addressable as an op target (retrieveValue keys only on Candidate) nor returnable as the result label (findExtremum would label the answer by Candidate). The worker-type answer is not expressible against this chart.",""
"249","line_multiple","f12st3qo0kz1egmp","line_multiple_f12st3qo0kz1egmp","In the first year after 2004 when the percentage of people who considered elections important increased relative to 2004, did the percentage of people who considered elections unimportant decrease?","Filter the years after 2004.
For each year, subtract the 2004 percentage of people who considered elections important from that year's percentage.
Identify the first year that difference is positive.
Determine whether the percentage of people who considered elections unimportant increased compaared to the previous year.","","empty","#249 GAP: needs the FIRST year after 2004 whose 'important' value rose vs 2004 (ordered first-match, no such op), then a conditional check on the OTHER series' YoY direction at that year (cross-series conditional) — neither is expressible.",""
"250","bar_stacked","a0m3af45az33ngmr","bar_stacked_a0m3af45az33ngmr","Which year had the highest share of sheep production?","For each year, calculate the proportion of sheep production relative to total.
Identify the year with the highest proportion.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""group"":""Sheep""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Production in million metric tons""}]}","pending","#250 APPROX: true metric is the highest per-year sheep SHARE (sheep / yearly total); per-year proportion is not expressible (group-by-aggregate). Approximated by the highest ABSOLUTE sheep production — diverges from 'share' because yearly totals differ across years.",""
"251","line_multiple","i0fd8sbi945erf7p","line_multiple_i0fd8sbi945erf7p","In which year did the ratio of news sources for local news programming increase the most?","Compute the difference between each year's local news programming's ratio and that of the previous year.
Find the year with the biggest positive change.","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Ratio of news sources(%)"",""group"":""Local news programming""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Ratio of news sources(%)""}]}","pending","#251 biggest YoY rise of the 'Local news programming' series -> lagDiff on that series then findExtremum max.",""
"252","bar_grouped","50pei8jwlb2g5h1q","bar_grouped_50pei8jwlb2g5h1q","which country had the smallest decrease rate in sales after the lockdown?","For each country, calculate the percentage decrease in sales between the pre-lockdown and post-lockdown periods.
Identify the country with the smallest decrease rate.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Country"",""groupA"":""Pre-lockdown 2020"",""groupB"":""Post-lockdown 2020"",""seriesField"":""Period"",""field"":""Sales in billion GBP"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""field"":""Sales in billion GBP""}]}","pending","#252 APPROX: true metric is smallest %-decrease (pre->post) per country; approximated by smallest ABSOLUTE decrease via pairDiff(by=Country) + findExtremum min. Per-key ratio + min-over-keys is not expressible. (All four countries decline, so the absolute-min proxy matches the %-min here.)",""
"253","line_simple","g1s9b91z7xw8flg2","line_simple_g1s9b91z7xw8flg2","What is the difference between the average beer sales before 2012 and after including 2012?","Calculate the average beer sales for the years before 2012.
Calculate the average beer sales for the years after including 2012.
Compute the difference between the two averages.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2012""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Beer sales in million hectoliters""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":"">="",""value"":""2012""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Beer sales in million hectoliters""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","avg(year<2012) vs avg(year>=2012), then |difference|.",""
"254","bar_simple","0gt3h2146jc47ovx","bar_simple_0gt3h2146jc47ovx","How many times larger is the combined share of iron and zinc than water in the composites?","Add the shares of iron and zinc.
Divide the result by share of water.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""Iron""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""Zinc""},{""op"":""add"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":1},""targetA"":""ref:n1"",""targetB"":""ref:n2""}],""ops2"":[{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[],""sentenceIndex"":2},""target"":""Water""},{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n3"",""n4""],""sentenceIndex"":2},""targetA"":""ref:n3"",""targetB"":""ref:n4"",""mode"":""ratio""}]}","pending","#254 (Iron + Zinc) / Water -> add the two shares then diff(mode=ratio); 'how many times larger' = plain ratio (no percent).",""
"255","bar_grouped","31d6673lje5rb1nw","bar_grouped_31d6673lje5rb1nw","Which side had higher propolation of killed among its casualties, the Union or the Confederacy?","For each side, divide the number of killed by the number of casualties.
Compare the sides based on that ration and determine which side has the higher value.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""States"",""include"":[""Union States""]},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Type"",""include"":[""Killed""]},{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Type"",""include"":[""Total Casualties""]},{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":1},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""mode"":""ratio""}],""ops2"":[{""op"":""filter"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[],""sentenceIndex"":2},""field"":""States"",""include"":[""Confederacy States""]},{""op"":""filter"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5""],""sentenceIndex"":2},""field"":""Type"",""include"":[""Killed""]},{""op"":""filter"",""id"":""n7"",""meta"":{""nodeId"":""n7"",""inputs"":[""n5""],""sentenceIndex"":2},""field"":""Type"",""include"":[""Total Casualties""]},{""op"":""diff"",""id"":""n8"",""meta"":{""nodeId"":""n8"",""inputs"":[""n6"",""n7""],""sentenceIndex"":2},""targetA"":""ref:n6"",""targetB"":""ref:n7"",""mode"":""ratio""}],""ops3"":[{""op"":""compareBool"",""id"":""n9"",""meta"":{""nodeId"":""n9"",""inputs"":[""n4"",""n8""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n4"",""targetB"":""ref:n8""}]}","pending","#255 killed/casualties ratio per side, then compareBool(Union > Confederacy). Series=States is addressable by target, but the Type dimension (Killed/Total Casualties) is reached via filter(field=Type) raw-row lookup; each filtered single cell feeds diff(mode=ratio) by ref.",""
"256","bar_simple","0cy2ufyjsinsswpm","bar_simple_0cy2ufyjsinsswpm","Starting from men in their 20s, up to which age group must be included for the cumulative share of single-men households to exceed 50%?","Caculate each age group's share of the total.
Starting from the 20s age group, cumulatively add the shares.
Identify the age group at which the cumulative percentage first exceed 50%.","","empty","#256 GAP: cumulative running sum from the 20s age group until the cumulative share first exceeds 50% of the total; no cumulative-sum / first-crossing-threshold op in the grammar.",""
"257","bar_simple","0ivzc37gi49isy9n","bar_simple_0ivzc37gi49isy9n","Which three-year period had the highest total import value?","For each year, calculate the sum of the import values for that year and the following two years.
Identify the year corresponding to the maximum sum.","{""ops"":[{""op"":""rollingWindow"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""window"":3,""aggregate"":""sum"",""field"":""Import value in billion Indian rupees"",""orderField"":""Year""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Import value in billion Indian rupees""}]}","pending","#257 highest 3-year total -> rollingWindow(window=3, sum) then findExtremum max. (Executes; rollingWindow may not render in the TS visualizer yet.)",""
